SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513519,PITTI LAMIN.,B ,Q,105.80,118.20,105.80,115.50,115.50,103.75,3095,246624,27999601.00,
513528,GLITTEK GRAN,SS,Q,3.03,3.03,2.50,3.00,3.00,2.76,19,7765,23336.00,
513532,PRADEEP MET.,X ,Q,94.80,96.20,94.00,94.75,94.25,94.05,36,2690,256849.00,
513534,VARDHMAN IND,X ,Q,13.89,13.89,11.65,13.13,13.10,12.65,43,13000,168965.00,
513536,GNRL        ,SS,Q,29.00,29.00,29.00,29.00,29.00,29.00,1,100,2900.00,
513540,T.N.STEEL TU,P ,Q,25.00,25.00,25.00,25.00,25.00,25.00,4,1700,42500.00,
513548,SHARDA ISPAT,XT,Q,63.60,63.60,63.60,63.60,63.60,63.60,2,400,25440.00,
513554,MAHA STEEL  ,B ,Q,65.75,68.90,61.00,67.15,67.15,68.15,71,2705,178389.00,
513597,SURANA INDS ,B ,Q,3.15,3.27,3.07,3.17,3.18,3.15,31,8310,26160.00,
513599,HIND.COPPER ,A ,Q,92.30,93.40,91.15,91.55,91.55,91.60,2425,630698,58207253.00,
513605,SRIPIPES    ,B ,Q,369.20,379.10,369.05,376.15,375.80,367.75,364,23222,8731031.00,
513683,NLCINDIA    ,A ,Q,106.60,107.50,105.70,107.15,107.15,106.70,482,70069,7478354.00,
513687,SPECTRA IND.,X ,Q,29.20,31.20,29.20,30.90,31.00,30.15,46,5921,179269.00,
513691,JMT AUTO LTD,T ,Q,5.05,5.05,4.76,4.84,4.78,4.92,89,59397,286225.00,
513693,KIC METALIKS,X ,Q,145.80,145.80,143.25,145.80,145.80,146.05,16,1929,280482.00,
513709,SHILP GRAVUR,X ,Q,133.20,133.20,130.05,131.10,132.10,130.70,69,5639,741651.00,
513713,WHITEORG    ,XT,Q,109.95,109.95,104.00,106.45,108.00,105.75,118,14752,1588949.00,
513729,ARO GRANITE ,B ,Q,69.35,69.70,68.55,69.65,69.65,69.10,21,2517,173974.00,
514010,HIM.FIBRES  ,X ,Q,5.02,5.94,5.02,5.54,5.54,5.44,15,2107,11431.00,
514028,RAJKAMAL SYN,XT,Q,10.01,10.20,10.00,10.00,10.00,10.01,32,11955,119716.00,
514030,DEEPAK SPINN,X ,Q,90.80,93.90,87.10,89.90,89.50,88.80,43,6416,570600.00,
514034,JBF IND.LTD ,B ,Q,224.00,234.00,224.00,229.85,229.85,226.50,528,20493,4719764.00,
514036,LOY.TEX MILL,X ,Q,641.80,678.90,641.80,665.00,665.00,674.00,12,417,274357.00,
514043,HIMAT.SEIDE ,B ,Q,360.75,373.00,357.00,365.45,365.45,360.75,544,19267,7025330.00,
514045,BSL LTD.    ,B ,Q,77.00,77.00,73.95,75.10,75.00,74.50,72,7907,592704.00,
514087,PBM POLYTEX ,X ,Q,97.20,99.35,95.50,98.85,98.95,95.95,49,3400,332788.00,
514113,ADHINATH TEX,XT,Q,5.88,5.88,5.88,5.88,5.88,5.88,5,300,1764.00,
514128,KONARK SYN. ,X ,Q,16.64,16.64,16.64,16.64,16.64,15.85,10,5250,87360.00,
514138,SURYALATA SP,X ,Q,135.00,144.75,135.00,140.00,140.00,136.05,26,682,94953.00,
514142,TT LTD.     ,B ,Q,97.85,106.50,97.85,103.35,103.35,97.00,1210,103624,10725428.00,
514144,UNIWORTH LTD,XT,Q,0.46,0.46,0.46,0.46,0.46,0.48,3,675,310.00,
514162,WELSPUN (I) ,A ,Q,72.00,72.00,70.40,71.35,71.35,69.90,1505,361552,25783953.00,
514165,IND.ACRYLICS,X ,Q,17.10,17.90,17.10,17.25,17.20,16.80,373,155363,2718458.00,
514167,GANESH ECOSP,B ,Q,405.05,424.40,403.10,411.65,412.00,400.40,671,25753,10709448.00,
514175,VARDHMAN POL,B ,Q,35.00,38.50,33.40,34.35,34.30,34.50,43,7895,269289.00,
514183,BLA ROS IND ,X ,Q,42.00,45.00,42.00,43.90,43.90,42.10,464,162267,7107013.00,
514211,SUMEET INDS.,B ,Q,30.25,30.95,30.05,30.20,30.20,30.45,355,92113,2793705.00,
514215,BINNY LTD.  ,X ,Q,246.20,251.65,240.20,249.25,249.25,239.70,72,4553,1133332.00,
514234,SANGAM INDIA,B ,Q,197.00,199.00,191.90,193.90,193.00,196.85,96,4406,862026.00,
514264,SEASONS TEXT,X ,Q,26.00,26.62,24.25,25.50,25.50,24.20,71,20227,519190.00,
514266,ZENITH FIBRE,XT,Q,123.35,123.35,119.50,120.50,123.00,121.85,20,773,94178.00,
514272,BHILWARA SP.,X ,Q,8.55,8.99,8.55,8.55,8.55,9.00,10,1452,12419.00,
514274,AARVEE DENIM,B ,Q,46.70,48.50,45.65,47.65,47.65,45.65,121,17234,813727.00,
514286,ASHIMA LTD. ,B ,Q,30.50,31.00,30.50,30.70,30.70,30.55,116,28026,862023.00,
514300,PIONEER EMB ,B ,Q,37.80,38.60,37.60,38.60,38.60,36.90,36,4813,182461.00,
514302,VIPPY SPIN. ,X ,Q,47.05,47.55,47.00,47.55,47.55,47.00,10,2658,126196.00,
514312,JAY HIND SYN,XT,Q,3.00,3.20,3.00,3.17,3.17,3.15,10,6263,19884.00,
514318,JATTAINDUS  ,P ,Q,35.10,35.10,31.80,35.10,35.10,33.45,51,8100,268350.00,
514322,KAMADGIRI   ,X ,Q,119.00,121.00,117.10,118.45,118.40,119.00,42,3959,472602.00,
514326,PATSPIN INDI,B ,Q,28.00,28.95,28.00,28.60,28.35,28.25,19,3648,103431.00,
514330,OVERSEAS SYN,XT,Q,8.00,8.00,7.95,8.00,8.00,8.08,7,21030,167190.00,
514332,NEOINFRA    ,XT,Q,36.00,36.00,36.00,36.00,36.00,36.00,1,100,3600.00,
514348,WINSOME YRN ,B ,Q,2.05,2.13,2.05,2.07,2.07,2.09,7,3221,6821.00,
514354,PREMIER POLY,B ,Q,41.65,43.90,41.65,43.90,43.90,41.10,4,101,4319.00,
514358,EVERLON SYN.,X ,Q,15.50,15.50,15.50,15.50,15.50,16.05,1,102,1581.00,
514394,AJIL        ,X ,Q,83.00,83.70,80.55,82.20,83.00,82.40,57,4120,339317.00,
514412,SARUPINDUS  ,X ,Q,69.90,73.45,65.20,73.45,73.45,70.00,6,265,18375.00,
514418,MANORG      ,X ,Q,167.05,174.95,166.00,167.75,167.95,167.05,187,26193,4426557.00,
514428,HINDU.ADHESI,X ,Q,79.60,81.00,78.20,81.00,81.00,80.90,5,481,38191.00,
514440,BPTEX       ,XT,Q,14.75,14.75,14.75,14.75,14.75,15.50,1,5,73.00,
514442,SRI KPR IND ,XT,Q,26.95,28.90,26.95,27.15,27.15,27.95,8,1928,54990.00,
514450,MAHA.RUBTECH,X ,Q,50.50,50.50,49.90,50.50,50.50,50.50,17,3239,162813.00,
514470,WIMSOME TEXT,B ,Q,62.00,65.00,61.60,64.40,65.00,61.15,61,26837,1682749.00,
514474,FAIRDEAL FIL,X ,Q,42.00,42.20,40.00,40.85,40.85,40.00,52,8776,363214.00,
515018,REG.CERAMIC ,T ,Q,6.10,6.10,6.10,6.10,6.10,5.81,4,4079,24881.00,
515030,ASAHI IN.GLA,B ,Q,354.00,375.00,354.00,372.45,372.45,371.65,365,13303,4942529.00,
515037,MURD.CERAM  ,B ,Q,46.25,48.50,45.95,47.75,47.75,46.15,428,59772,2842008.00,
515043,SAINT-GOBAIN,XT,Q,57.60,59.50,57.60,58.50,58.50,58.45,252,52075,3053797.00,
515055,ANANTRAJ    ,B ,Q,59.05,61.20,56.30,60.60,60.60,58.05,859,223258,13352163.00,
515059,MADHUS.IND. ,XT,Q,20.00,20.00,19.05,20.00,20.00,19.95,5,303,5998.00,
515085,RESTILE CER.,X ,Q,7.00,7.69,6.12,7.19,7.20,6.97,39,6262,45707.00,
515093,MADHAV MARB.,B ,Q,65.50,67.80,65.50,66.50,66.50,66.00,37,2738,181318.00,
515127,RAMMAICA (I),P ,Q,22.50,22.50,22.50,22.50,22.50,22.50,2,200,4500.00,
515145,HIND.NAT.GLS,B ,Q,163.95,163.95,154.55,157.00,157.00,160.00,18,190,29701.00,
515147,HALDYN GLASS,X ,Q,41.75,42.30,41.00,42.00,42.00,41.00,249,69233,2894431.00,
516003,SARDA PLY.  ,ST,Q,146.00,152.50,146.00,152.00,152.00,145.35,32,5572,838770.00,
516007,MANGALAM TIM,B ,Q,36.30,42.70,36.05,41.65,41.20,35.60,860,185845,7576703.00,
516016,SHREYANS IND,B ,Q,207.30,209.00,202.55,206.20,206.20,202.30,430,24489,5044327.00,
516020,AGIO PAPER  ,X ,Q,7.24,7.24,7.00,7.20,7.20,6.90,26,8700,62322.00,
516022,STAR PAPER  ,B ,Q,275.80,284.00,271.10,278.80,278.80,267.20,2249,98619,27450385.00,
516030,YASH PAPERS ,X ,Q,54.00,55.20,52.00,53.75,53.75,53.65,544,146119,7896409.00,
516064,ARROWGREEN  ,B ,Q,476.30,476.30,469.30,473.40,473.40,476.40,126,3823,1810224.00,
516072,VISHNU CHEM ,T ,Q,323.60,355.00,323.60,354.55,355.00,340.60,26,1043,365574.00,
516078,JUMBO BAG   ,Z ,Q,14.50,15.22,14.10,14.15,14.10,14.50,14,3320,49465.00,
516082,N.R.AGARWAL ,B ,Q,462.00,475.20,457.10,462.05,462.05,460.70,419,12846,5987978.00,
516086,SH.RAJES.PAP,XT,Q,15.31,15.31,15.31,15.31,15.31,16.11,3,2000,30620.00,
516092,PUDMJEE IND ,T ,Q,11.80,12.65,11.45,12.65,12.65,12.05,12,5300,61520.00,
516096,SANGAL PAPER,XT,Q,115.75,115.75,115.75,115.75,115.75,110.25,10,1212,140289.00,
516098,VENTURA TEXL,XT,Q,2.13,2.13,2.13,2.13,2.13,2.19,1,18,38.00,
516106,SH.KARTHIK P,X ,Q,19.55,20.00,19.20,19.95,19.95,19.50,40,16375,323658.00,
516108,S.I.PAPER   ,XT,Q,150.10,157.05,150.00,150.05,150.00,149.60,155,30425,4645371.00,
517015,VINDHYA TELE,B ,Q,1311.00,1350.00,1311.00,1322.85,1317.30,1324.00,154,2052,2716721.00,
517035,RUTTONSHA IN,XT,Q,55.35,55.40,52.40,55.00,55.00,53.05,14,709,38552.00,
517041,ADORWELDING ,B ,Q,490.85,493.10,482.10,485.65,487.60,482.45,122,2533,1237292.00,
517059,SALZER ELEC ,B ,Q,229.00,230.25,225.65,226.30,226.30,225.50,287,16495,3764646.00,
517063,JETINFOTRAN ,X ,Q,55.00,55.50,55.00,55.50,55.50,56.50,4,350,19400.00,
517080,HIGHGROUND  ,B ,Q,14.29,15.79,14.29,15.79,15.79,15.04,694,1283706,18830584.00,
517119,PCS TECH    ,X ,Q,27.00,27.50,26.40,26.60,26.55,26.65,37,4613,124144.00,
517140,MOSER BEAR  ,B ,Q,4.03,4.12,4.00,4.05,4.07,4.02,94,71278,288421.00,
517146,USHA MART.LT,B ,Q,21.20,21.75,20.95,21.55,21.70,20.60,401,118244,2538666.00,
517164,ZENITH COMP.,XT,Q,1.76,1.94,1.76,1.94,1.94,1.85,5,840,1616.00,
517166,SPEL SEMICON,XT,Q,15.40,15.90,15.15,15.90,15.90,15.15,94,52616,834935.00,
517168,SUBROS LTD. ,B ,Q,277.00,296.30,277.00,291.30,292.60,275.20,1231,37480,10853784.00,
517170,KLKELEC     ,XT,Q,11.25,11.25,11.25,11.25,11.25,11.21,1,500,5625.00,
517174,HONEYWELL   ,B ,Q,20834.20,21509.05,20400.00,20604.60,20604.60,20391.00,440,1094,22931327.00,
517206,LUMAX IND   ,B ,Q,2084.80,2116.30,2070.00,2082.10,2082.10,2070.00,187,1384,2896513.00,
517214,SPICEMOBI   ,B ,Q,21.00,21.95,21.00,21.65,21.85,21.00,20,5045,108452.00,
517224,SUJANA INDUS,T ,Q,0.88,0.88,0.84,0.87,0.87,0.87,40,64941,55348.00,
517228,TREND ELECT ,X ,Q,10.65,10.65,10.65,10.65,10.65,10.30,2,300,3195.00,
517230,PREM.AU.ELEC,T ,Q,7.89,8.19,7.89,8.19,8.19,8.30,4,1334,10555.00,
517236,CALCOM VISIO,XT,Q,9.83,9.83,9.83,9.83,9.83,9.83,1,100,983.00,
517238,DYNAVISION  ,P ,Q,63.90,63.90,63.90,63.90,63.90,67.25,1,100,6390.00,
517258,PRECISION EL,ST,Q,29.90,30.80,28.45,30.80,30.80,29.90,12,1530,44320.00,
517271,HBL P SYS   ,B ,Q,68.90,71.05,68.50,70.45,70.45,67.65,2405,585273,40930788.00,
517300,GUJ.IND.POW.,B ,Q,128.50,132.60,128.50,131.55,131.60,130.40,216,22000,2900864.00,
517330,CMI LTD.    ,B ,Q,257.95,266.55,255.00,264.55,264.55,255.15,547,26785,7008515.00,
517334,MOTHERSON SS,A ,Q,384.00,394.85,381.00,392.35,393.50,379.20,2517,534448,208889041.00,
517344,MINDTECK (I),B ,Q,71.95,73.00,71.30,71.65,71.65,70.15,65,8315,603123.00,
517354,HAVELLSINDIA,A ,Q,550.00,555.90,549.40,553.50,553.50,550.95,704,38997,21539475.00,
517356,ACI INFOCOM ,SS,Q,9.20,9.20,8.80,9.20,9.20,8.88,7,10310,94772.00,
517370,INCAP LTD.  ,XT,Q,90.40,90.40,90.40,90.40,90.40,86.10,13,2443,220847.00,
517372,GUJ.INTRUX  ,XT,Q,101.25,102.15,101.25,102.05,101.25,102.00,8,376,38346.00,
517380,IGARSHI MOT ,B ,Q,879.90,900.25,871.40,878.00,876.50,870.45,121,1171,1033973.00,
517385,SYMPHONY    ,A ,Q,1760.00,1810.05,1731.90,1799.00,1799.00,1747.40,544,4788,8537210.00,
517415,LEE&NEE SOFT,XT,Q,3.38,3.39,3.07,3.08,3.07,3.23,19,4893,15682.00,
517417,PATEL AIRTEM,X ,Q,192.00,195.80,188.95,191.00,191.00,193.85,103,5991,1155174.00,
517421,BFLYGANDHI  ,T ,Q,529.90,531.10,518.05,531.10,531.10,505.85,66,7619,4019570.00,
517437,DUTRON POLY.,XT,Q,142.95,142.95,135.05,141.85,135.05,142.00,13,466,65722.00,
517447,R.S.SOFTWARE,B ,Q,79.50,81.00,79.40,80.00,80.00,78.55,347,31945,2560993.00,
517449,MAGNA ELECTR,X ,Q,255.00,263.85,250.00,253.35,253.85,254.25,209,27491,7036637.00,
517467,MARSONS     ,X ,Q,4.65,5.14,4.65,4.95,4.85,4.86,166,116264,565204.00,
517477,ELNET TECH. ,X ,Q,192.00,199.00,188.10,190.40,188.55,192.55,155,9729,1901951.00,
517481,APTL        ,XT,Q,5.21,5.21,5.21,5.21,5.21,5.31,6,1240,6460.00,
517494,ACCEL TRANS ,XT,Q,2.67,2.67,2.67,2.67,2.67,2.67,1,100,267.00,
517498,WEBELSOLAR  ,B ,Q,109.65,114.70,109.65,112.05,112.50,108.80,944,191667,21541461.00,
517500,ROTO PUMPS  ,X ,Q,109.40,120.00,108.25,117.80,117.80,108.90,975,78529,9139042.00,
517506,TTK PRESTIGE,A ,Q,7780.00,7780.00,7593.80,7624.25,7594.05,7782.85,104,243,1861586.00,
517514,DHINDIA     ,X ,Q,29.50,30.90,29.10,30.00,30.00,30.00,21,1521,45244.00,
517518,LEEL        ,B ,Q,270.05,276.95,270.05,275.10,275.10,267.15,468,35526,9760785.00,
517522,RAJ GLO WIR ,X ,Q,695.50,705.00,685.00,703.30,704.95,689.95,160,5192,3634891.00,
517530,SURANATP    ,T ,Q,6.09,6.10,5.90,6.00,6.00,6.14,21,18419,111244.00,
517536,ONWARD TECHN,B ,Q,134.70,137.80,134.00,134.70,134.70,135.90,335,21102,2875186.00,
517544,CENTUM ELEC ,B ,Q,641.00,647.85,640.00,645.00,645.00,651.70,27,743,479073.00,
517546,ALFA TRANSFO,X ,Q,28.00,29.50,27.30,29.15,29.50,28.50,6,410,11723.00,
517548,STARLITE COM,X ,Q,64.90,70.00,54.10,57.00,57.00,62.95,2162,1517228,90388223.00,
517554,NHCFOODS    ,X ,Q,14.03,14.84,14.00,14.61,14.61,14.15,115,43002,618061.00,
517556,PVP VENT LTD,B ,Q,5.12,5.20,5.00,5.13,5.15,5.14,85,100690,514461.00,
517562,TRIGYN TECH ,B ,Q,132.90,136.95,132.65,134.45,134.45,131.70,289,15988,2153446.00,
517569,KEI INDUST. ,B ,Q,371.50,372.00,358.50,359.85,359.85,366.40,3670,77264,28055924.00,
517571,IMPPOWERS   ,T ,Q,110.00,112.70,108.00,112.70,112.70,107.35,81,14718,1638655.00,
518011,KEERTHI     ,XT,Q,171.90,171.90,162.20,168.85,168.85,169.00,16,703,119000.00,
518029,GUJ.SIDH.CEM,T ,Q,33.60,34.00,33.15,33.85,34.00,33.10,46,10655,355634.00,
518075,SURAJ PRODUC,XT,Q,15.20,15.20,15.20,15.20,15.20,15.20,1,23,349.00,
518091,ANJANI PORTL,B ,Q,233.55,238.75,233.55,234.90,234.90,231.85,13,1640,385220.00,
519003,MODINATURAL ,X ,Q,140.00,148.80,140.00,144.70,140.55,140.00,23,6938,980942.00,
519031,SHAH FOOD(P),X ,Q,100.00,105.00,96.30,100.00,100.00,100.95,8,322,32627.00,
519091,TASTY BITE  ,B ,Q,7044.20,7100.00,6940.20,7027.10,7027.10,6919.05,97,353,2477152.00,
519105,AVT NATURAL ,B ,Q,58.60,59.55,56.75,58.70,59.00,56.55,2219,363060,21261614.00,
519126,HIND.FOODS  ,X ,Q,305.00,338.00,305.00,325.05,325.00,318.80,17,1000,327031.00,
519136,NAHAR INDUST,B ,Q,99.35,100.90,99.35,100.70,100.70,97.75,76,26060,2611843.00,
519152,VADILAL ENT ,XT,Q,870.00,891.65,870.00,890.00,890.00,870.00,10,271,237463.00,
519156,VADILAL IND ,B ,Q,985.00,1010.00,976.95,983.00,983.00,982.75,302,3216,3195845.00,
519183,ADF FOODS LT,B ,Q,329.00,332.75,324.00,325.95,325.95,323.10,2194,97086,31806317.00,
519214,WILLIAM.FIN.,ST,Q,32.00,33.20,32.00,32.30,32.30,31.65,7,618,20010.00,
519216,AJANTA SOYA ,X ,Q,64.00,65.95,63.00,63.75,63.55,64.50,91,12520,796164.00,
519224,WILLIAM.MAGO,T ,Q,89.00,90.40,89.00,90.00,90.00,88.90,16,2790,251050.00,
519248,JVL AGRO    ,B ,Q,22.50,23.65,22.15,23.50,23.15,22.20,830,142115,3268621.00,
519260,SANWARIA    ,T ,Q,21.70,21.80,21.50,21.80,21.80,20.80,541,644645,14043967.00,
519279,MADHUR IND  ,X ,Q,8.99,9.14,8.29,8.60,8.60,8.71,19,12641,111782.00,
519285,TARAI FOODS ,ST,Q,6.05,6.33,6.05,6.33,6.33,6.33,11,1045,6327.00,
519287,MODERN DAIRI,ST,Q,9.02,9.50,9.02,9.30,9.30,9.48,32,13883,129940.00,
519295,BAMBINO AGRO,XT,Q,273.95,279.20,252.70,279.20,279.20,265.95,61,8328,2319701.00,
519299,PRIME INDS. ,Z ,Q,1.06,1.08,1.02,1.04,1.04,1.06,12,1100,1153.00,
519307,VIKAS WSP   ,ST,Q,12.94,12.95,12.36,12.83,12.85,12.51,126,91858,1172198.00,
519359,POONA DAL   ,X ,Q,67.90,68.95,67.30,68.95,68.95,65.70,104,10169,696008.00,
519367,TRANSGL.FOOD,XT,Q,7.30,7.30,7.16,7.16,7.16,7.30,6,2538,18185.00,
519383,ANIK INDS   ,B ,Q,51.00,51.00,47.55,48.55,48.75,49.05,66,9768,485112.00,
519421,KSE LIMITED ,XT,Q,2168.60,2168.60,2168.60,2168.60,2168.60,2168.60,12,367,795876.00,
519455,NARBADA     ,XT,Q,26.85,26.85,26.85,26.85,26.85,27.35,11,2265,60815.00,
519457,VIRAT CRANE ,XT,Q,45.70,49.20,45.70,47.80,48.00,46.90,19,3272,155791.00,
519475,CHORDIA FOOD,X ,Q,130.00,137.80,127.00,136.05,137.80,131.25,41,11076,1504433.00,
519477,CIANAGRO    ,P ,Q,31.05,31.05,31.05,31.05,31.05,29.60,1,100,3105.00,
519491,OCEAN AGRO  ,ST,Q,21.65,23.75,21.65,23.75,23.75,22.65,20,7441,174204.00,
519494,N K INDUST. ,T ,Q,56.00,56.00,56.00,56.00,56.00,53.35,1,19,1064.00,
519500,BKV INDUSTRS,XT,Q,1.55,1.55,1.55,1.55,1.55,1.55,1,100,155.00,
519532,ASIAN TEA   ,X ,Q,16.70,18.00,16.70,17.20,17.30,17.60,36,4575,79023.00,
519552,HERITGFOOD  ,B ,Q,779.05,787.25,758.20,781.00,785.00,777.95,390,4952,3847084.00,
519560,NEHA INTER. ,X ,Q,8.35,8.99,8.02,8.32,8.55,8.80,233,112644,969108.00,
519566,SIMRAN FARMS,XT,Q,137.60,137.60,137.60,137.60,137.60,137.60,7,821,112969.00,
519570,LAKSHMI OVER,B ,Q,31.00,31.35,30.65,30.95,30.95,30.15,258,44262,1370184.00,
519588,DFM FOODS   ,B ,Q,1973.80,2000.00,1973.80,1993.40,1999.90,1959.95,38,248,492636.00,
519600,CCL PRODUCTS,B ,Q,302.00,304.25,298.00,298.80,298.00,301.20,174,4406,1321737.00,
519602,KELLTONTEC  ,T ,Q,98.60,105.50,98.60,102.25,101.60,101.70,116,7048,723521.00,
519612,MAHAAN FOODS,X ,Q,14.90,15.05,14.90,15.05,15.05,15.20,3,504,7570.00,
520008,RICO AUTO   ,B ,Q,96.45,100.50,96.45,99.25,99.25,95.95,1812,267663,26420018.00,
520021,OMAX AUTOS. ,B ,Q,80.00,82.15,75.00,81.65,81.15,75.90,670,82091,6570712.00,
520043,MUNJAL SHOWA,B ,Q,271.15,280.40,268.55,275.45,275.45,266.95,687,33749,9283541.00,
520051,JAMNA AUTO  ,B ,Q,70.90,74.70,69.70,73.85,73.85,70.40,7124,1446088,105353392.00,
520056,SUNDAR.CLAY ,B ,Q,5144.40,5250.00,5060.00,5229.60,5250.00,5088.35,22,47,240313.00,
520057,SONA KOYO ST,B ,Q,106.45,107.80,104.50,106.85,106.95,106.55,435,53437,5652564.00,
520059,MUNAUTO     ,B ,Q,82.25,84.05,81.40,83.10,83.10,81.75,270,26764,2220482.00,
520066,JAYBH.MARUTI,B ,Q,527.65,562.00,527.65,554.00,553.50,524.90,715,12653,6949548.00,
520073,RACLGEAR    ,X ,Q,72.00,72.00,68.00,68.85,68.85,68.70,82,13496,934993.00,
520075,SAMKRG PIST.,X ,Q,347.70,355.00,335.60,348.00,351.00,337.35,171,9604,3310674.00,
520077,AMTEK AUTO  ,T ,Q,24.70,25.95,24.70,25.70,25.70,25.90,217,56808,1454699.00,
520086,SICAL LOG   ,B ,Q,239.90,245.15,239.00,242.40,243.30,234.05,606,24325,5885365.00,
520111,RATNAMNI MET,B ,Q,1020.25,1026.00,1020.00,1023.40,1020.05,1014.40,14,177,180851.00,
520113,VESUVIUS IND,B ,Q,1229.95,1272.00,1224.20,1260.55,1260.90,1214.95,102,917,1150362.00,
520119,AUTOMOTIVE S,B ,Q,81.80,81.90,79.55,79.70,79.70,80.55,21,2060,166400.00,
520123,ABC INDIA   ,X ,Q,96.80,96.80,92.40,95.60,92.45,93.15,6,153,14660.00,
520127,BALURGHAT TE,XT,Q,5.93,5.93,5.93,5.93,5.93,5.93,2,4900,29057.00,
520131,COASTAL ROAD,P ,Q,18.10,19.95,18.05,19.95,19.95,19.00,11,3400,61585.00,
520151,SHREY SH LOG,B ,Q,576.20,583.20,563.00,575.50,572.20,572.95,128,2261,1301486.00,
520155,STARLOG     ,X ,Q,57.00,59.00,54.15,54.80,55.00,55.70,68,6152,346043.00,
521014,EUROTEX IND ,B ,Q,34.10,37.00,34.10,34.55,34.50,34.05,6,1753,60602.00,
521016,INDO COUNT  ,A ,Q,112.40,116.05,112.05,114.85,114.85,111.85,838,81765,9307542.00,
521018,MARAL OVERS ,B ,Q,42.80,44.40,42.50,43.35,43.35,41.60,126,18156,791488.00,
521030,NAKODA      ,T ,Q,0.42,0.43,0.39,0.39,0.39,0.41,17,57195,23249.00,
521034,SOMA TEXTILE,T ,Q,16.20,17.70,16.20,16.60,16.50,17.00,56,18765,314533.00,
521038,TAM.JAI.MILL,XT,Q,4.85,4.88,4.85,4.88,4.88,4.65,3,5300,25714.00,
521062,OCTAVE      ,X ,Q,1.25,1.30,1.25,1.25,1.25,1.30,16,9474,12107.00,
521064,TRIDENT     ,B ,Q,86.80,89.50,86.65,89.00,89.00,86.50,1153,114685,10185510.00,
521070,ALOK INDS.  ,T ,Q,3.19,3.28,3.06,3.28,3.28,3.13,250,632767,2039680.00,
521080,PASARI SPIN ,XT,Q,2.40,2.40,2.40,2.40,2.40,2.50,1,500,1200.00,
521082,SPENTEX INDS,T ,Q,4.75,4.96,4.72,4.80,4.80,4.95,17,22976,109940.00,
521097,AMARJOTHI SP,X ,Q,173.10,175.00,170.65,173.40,173.50,172.55,116,8322,1442753.00,
521105,OLYMPIA IND.,XT,Q,268.00,268.00,255.00,264.00,264.00,264.90,28,1460,382288.00,
521109,NAGREEKA EXP,T ,Q,43.10,44.75,42.00,42.55,42.30,43.60,59,26170,1120945.00,
521113,SUDITI IND. ,X ,Q,70.00,71.95,69.35,69.35,69.35,69.95,20,1442,100612.00,
521131,SBFL        ,X ,Q,7.07,7.07,7.07,7.07,7.07,6.74,1,500,3535.00,
521141,ADITYA SPIN.,XT,Q,9.49,10.00,9.49,9.85,9.49,9.98,12,2628,25615.00,
521149,PRIME URBAN ,X ,Q,21.10,21.10,21.10,21.10,21.10,20.80,1,300,6330.00,
521151,DHANLXMI FAB,X ,Q,32.50,32.50,32.50,32.50,32.50,32.50,1,300,9750.00,
521161,SRI LAK.SAR.,X ,Q,23.60,25.80,23.60,25.80,25.80,24.60,4,700,16790.00,
521163,ZODIAC CLOTH,B ,Q,215.05,221.50,215.05,219.95,219.95,224.75,12,576,126697.00,
521167,FRONT BUSS  ,X ,Q,7.57,8.22,7.57,7.57,7.57,7.64,6,557,4222.00,
521180,SUPER SPIN. ,T ,Q,22.50,23.00,21.70,21.95,21.85,22.10,124,34834,783275.00,
521194,SIL INVEST  ,T ,Q,486.10,487.05,464.05,469.35,470.00,467.05,28,1121,527598.00,
521200,SURYLAK.COTT,B ,Q,98.05,101.30,95.60,98.30,98.30,97.60,407,31674,3112012.00,
521206,SAMTEX FASH.,X ,Q,6.29,6.29,5.60,6.08,6.08,5.96,116,101319,614133.00,
521216,DHAN ROTO SP,XT,Q,37.30,37.30,37.30,37.30,37.30,35.55,13,2182,81388.00,
521220,DAMOINDUS   ,B ,Q,130.95,131.85,126.35,127.45,127.45,127.90,42,4092,525592.00,
521226,UNI ROYAL IN,X ,Q,9.23,9.23,9.23,9.23,9.23,9.50,2,200,1846.00,
521228,TATIA GLOB  ,SS,Q,0.44,0.44,0.44,0.44,0.44,0.44,2,475,209.00,
521232,SUNIL INDUS.,P ,Q,32.00,32.60,32.00,32.60,32.60,31.05,6,1900,61770.00,
521234,SRI NACHAMAI,X ,Q,18.45,20.35,18.45,20.35,20.35,19.40,13,1170,23614.00,
521240,SAMBANDAM SP,X ,Q,150.00,156.45,150.00,150.10,150.10,153.00,16,978,148448.00,
521242,KANDAGIRI SP,X ,Q,38.10,39.65,37.30,37.30,37.30,39.65,8,269,10201.00,
521248,KITEX GARMEN,B ,Q,288.75,298.00,288.40,293.45,288.50,288.50,343,7823,2294009.00,
522001,CRANEX LTD. ,X ,Q,14.70,14.70,14.70,14.70,14.70,14.55,1,100,1470.00,
522004,BATLIBOI LTD,X ,Q,30.00,32.75,30.00,32.30,32.30,29.85,554,217865,7000434.00,
522005,AUSTIN ENGG.,X ,Q,71.90,79.95,71.50,77.85,76.00,71.50,88,7767,580112.00,
522014,UNITED DRILL,Z ,Q,248.00,248.00,235.50,248.00,248.00,247.85,8,330,80238.00,
